                       STATION NAME                  DATE           PRCP      TMAX      TMIN
                                HAMILTON 3 S AL      2018 03 08     0.00      41.18     36.50
                                HAMILTON 3 S AL      2018 03 09     0.00      41.36     35.96
                                HAMILTON 3 S AL      2018 03 10     0.00      42.26     36.32
                                HAMILTON 3 S AL      2018 03 11     0.75      42.26     39.74
                                HAMILTON 3 S AL      2018 03 12     0.00      42.80     38.66
                                HAMILTON 3 S AL      2018 03 13     0.00      42.08     36.68
                                HAMILTON 3 S AL      2018 03 14     0.00      42.44     36.50
                                HAMILTON 3 S AL      2018 03 15     0.00      41.90     36.14
                                HAMILTON 3 S AL      2018 03 16     0.00      44.96     36.14
                                HAMILTON 3 S AL      2018 03 17     0.00      43.52     38.30
                                HAMILTON 3 S AL      2018 03 18     0.00      43.88     41.54
                                HAMILTON 3 S AL      2018 03 19     0.00      44.42     41.36
                                HAMILTON 3 S AL      2018 03 20     0.00      46.22     40.46
                                HAMILTON 3 S AL      2018 03 21     0.00      41.54     37.76
                                HAMILTON 3 S AL      2018 03 22     0.00      41.90     36.50
                                HAMILTON 3 S AL      2018 03 23     0.00      43.70     36.50
                                HAMILTON 3 S AL      2018 03 24     0.00      44.96     39.38
                                HAMILTON 3 S AL      2018 03 25     0.00      44.96     42.26
                                HAMILTON 3 S AL      2018 03 26     0.00      45.50     41.18
                                HAMILTON 3 S AL      2018 03 27     0.00      42.08     40.82
                                HAMILTON 3 S AL      2018 03 28     0.00      43.88     40.82
                                HAMILTON 3 S AL      2018 03 29     0.75      45.50     42.62
                                HAMILTON 3 S AL      2018 03 30     1.40      43.52     40.82
                                HAMILTON 3 S AL      2018 03 31     0.00      43.70     37.58
                              ENTERPRISE 2 W AL      2018 03 16     0.00      43.70     37.40
                                    HEADLAND AL      2018 03 01     0.00      46.40     42.08
                                    HEADLAND AL      2018 03 02     0.03      46.94     40.82
                                    HEADLAND AL      2018 03 05     0.00      44.60     39.02
                                    HEADLAND AL      2018 03 06     0.00      45.14     41.18
                                    HEADLAND AL      2018 03 07     1.11      43.88     39.92
                                    HEADLAND AL      2018 03 08     0.00      42.26     38.12
                                    HEADLAND AL      2018 03 12     0.63      44.96     39.56
                                    HEADLAND AL      2018 03 13     0.00      42.26     38.30
                                    HEADLAND AL      2018 03 14     0.00      42.98     38.48
                                    HEADLAND AL      2018 03 15     0.00      42.80     38.30
                                    HEADLAND AL      2018 03 16     0.00      44.42     38.66
                                    HEADLAND AL      2018 03 19     1.53      46.58     39.56
                                    HEADLAND AL      2018 03 20     0.45      46.04     43.52
                                    HEADLAND AL      2018 03 21     0.00      46.04     39.56
                                    HEADLAND AL      2018 03 22     0.00      43.16     38.84
                                    HEADLAND AL      2018 03 23     0.00      43.16     38.84
                                    HEADLAND AL      2018 03 26     0.02      46.76     39.92
                                    HEADLAND AL      2018 03 27     0.00      41.72     40.82
                                    HEADLAND AL      2018 03 28     0.00      45.14     41.18
                                    HEADLAND AL      2018 03 29     0.00      46.76     41.90
                                    HEADLAND AL      2018 03 30     0.62      46.04     41.90
                             THOMASVILLE 2 S AL      2018 03 01     0.00      46.04     41.90
                             THOMASVILLE 2 S AL      2018 03 02     0.00      43.52     39.56
                             THOMASVILLE 2 S AL      2018 03 03     0.00      44.60     38.84
                             THOMASVILLE 2 S AL      2018 03 04     0.00      44.96     37.94
                             THOMASVILLE 2 S AL      2018 03 05     0.00      45.32     41.18
                             THOMASVILLE 2 S AL      2018 03 06     1.48      44.06     39.92
                             THOMASVILLE 2 S AL      2018 03 07     0.00      41.54     38.48
                             THOMASVILLE 2 S AL      2018 03 08     0.00      42.26     37.22
                             THOMASVILLE 2 S AL      2018 03 09     0.00      43.70     37.04
                             THOMASVILLE 2 S AL      2018 03 10     0.00      45.50     39.56
                             THOMASVILLE 2 S AL      2018 03 11     0.43      43.34     41.18
                             THOMASVILLE 2 S AL      2018 03 12     0.00      42.08     38.66
                             THOMASVILLE 2 S AL      2018 03 13     0.00      42.44     37.76
                             THOMASVILLE 2 S AL      2018 03 14     0.00      42.62     37.40
                             THOMASVILLE 2 S AL      2018 03 15     0.00      44.24     36.86
                             THOMASVILLE 2 S AL      2018 03 16     0.32      42.98     38.66
                             THOMASVILLE 2 S AL      2018 03 17     0.00      46.40     42.80
                             THOMASVILLE 2 S AL      2018 03 18     1.32      44.96     42.62
                             THOMASVILLE 2 S AL      2018 03 19     0.00      46.40     43.52
                             THOMASVILLE 2 S AL      2018 03 20     0.00      44.24     39.56
                             THOMASVILLE 2 S AL      2018 03 21     0.00      43.16     38.30
                             THOMASVILLE 2 S AL      2018 03 22     0.00      43.52     37.94
                             THOMASVILLE 2 S AL      2018 03 23     0.00      45.14     38.66
                             THOMASVILLE 2 S AL      2018 03 24     0.00      46.04     42.08
                             THOMASVILLE 2 S AL      2018 03 25     0.00      46.58     43.52
